,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
382,brownsville,25.9,-97.5,80.6,51,20,11.41,US,1609800430
383,lloydminster,53.28,-110.0,24.8,62,20,4.7,CA,1609800422
384,moron,-34.65,-58.62,80.01,62,73,5.01,AR,1609800346
385,te karaka,-38.47,177.87,80.35,42,1,3.91,NZ,1609800430
386,hof,50.32,11.92,28.99,98,100,5.01,DE,1609800430
387,nanortalik,60.14,-45.24,27.21,95,99,8.3,GL,1609800431
388,matara,5.95,80.54,75.65,89,95,6.26,LK,1609800431
389,mahebourg,-20.41,57.7,75.2,88,40,8.05,MU,1609800374
390,pochutla,15.74,-96.47,84.2,62,40,4.45,MX,1609800431
391,siavonga,-16.54,28.71,75.25,74,43,5.19,ZM,1609800431
392,alcudia,39.85,3.12,39.99,86,0,4.7,ES,1609800431
393,port hardy,50.7,-127.42,48.2,61,75,4.7,CA,1609800431
394,port-gentil,-0.72,8.78,80.6,88,20,5.82,GA,1609800431
395,kalmunai,7.42,81.82,76.57,89,100,6.71,LK,1609800431
396,broome,42.25,-75.83,34.0,92,90,5.82,US,1609800192
397,aykhal,66.0,111.5,-11.2,83,90,6.71,RU,1609800431
398,san carlos del zulia,9.0,-71.91,75.85,81,28,2.17,VE,1609800431
399,nosy varika,-20.58,48.53,73.85,86,5,2.55,MG,1609800431
400,baykalsk,51.51,104.15,-13.22,87,100,14.76,RU,1609800431
401,drugovo,41.48,20.92,41.0,85,100,5.59,MK,1609800431
402,kodinsk,58.69,99.18,-31.05,80,70,3.31,RU,1609800431
403,burgeo,47.62,-57.62,29.48,93,100,11.52,CA,1609800431
404,mugla,37.23,28.36,64.4,59,75,20.8,TR,1609800432
405,verkhoyansk,67.54,133.38,-38.29,77,47,1.88,RU,1609800432
406,urengoy,65.97,78.37,-20.65,87,15,10.16,RU,1609800432
407,posse,-14.09,-46.37,70.16,86,98,2.95,BR,1609800432
408,lufilufi,-13.87,-171.6,87.8,79,40,3.36,WS,1609800432
409,revadanda,18.55,72.93,75.2,60,40,6.93,IN,1609800432
410,los palacios,22.59,-83.25,72.37,81,46,1.88,CU,1609800432
411,hameenlinna,61.0,24.46,24.01,92,90,4.7,FI,1609800432
412,bergama,39.12,27.18,53.6,93,40,14.99,TR,1609800295
413,imeni poliny osipenko,52.42,136.49,-18.26,88,100,1.88,RU,1609800432
414,punta alta,-38.88,-62.07,66.97,77,96,21.85,AR,1609800432
415,qasigiannguit,68.82,-51.19,14.22,94,100,3.69,GL,1609800432
416,kigoma,-4.88,29.63,72.32,79,35,2.37,TZ,1609800432
417,dolores hidalgo,21.16,-100.93,73.99,12,0,3.74,MX,1609800432
418,springdale,36.19,-94.13,51.8,61,1,9.17,US,1609800432
419,waddan,29.16,16.14,49.93,49,73,4.03,LY,1609800432
420,meulaboh,4.14,96.13,76.55,83,100,4.25,ID,1609800432
421,sao joao do piaui,-8.36,-42.25,82.99,54,54,1.95,BR,1609800384
422,la ferte-bernard,48.19,0.65,37.4,86,90,8.05,FR,1609800432
423,pitimbu,-7.47,-34.81,80.6,78,20,10.29,BR,1609800365
424,barra da estiva,-13.63,-41.33,69.6,67,11,2.15,BR,1609800199
425,pokhara,28.23,83.98,61.57,31,98,4.41,NP,1609800433
426,faya,18.39,42.45,55.4,93,0,3.36,SA,1609800433
427,haines junction,60.75,-137.51,10.89,91,100,2.71,CA,1609800433
428,noumea,-22.28,166.46,86.0,66,0,4.7,NC,1609800433
429,batemans bay,-35.72,150.18,73.99,79,99,1.99,AU,1609800433
430,novyy urengoy,66.08,76.63,-17.66,88,57,10.31,RU,1609800433
431,west wendover,40.74,-114.07,35.6,64,20,5.82,US,1609800433
432,the valley,18.22,-63.06,78.01,88,75,5.82,AI,1609800433
433,boa vista,2.82,-60.67,86.0,55,75,3.36,BR,1609800433
434,yar-sale,66.83,70.83,-16.15,87,26,13.62,RU,1609800433
435,lamont,35.26,-118.91,66.99,42,1,8.05,US,1609800298
436,ak-dovurak,51.18,90.6,-15.11,73,10,2.17,RU,1609800433
437,pijijiapan,15.7,-93.23,82.54,63,2,4.27,MX,1609800433
438,turukhansk,65.82,87.98,-20.76,88,100,5.01,RU,1609800433
439,sturgeon falls,46.36,-79.93,34.0,92,90,8.05,CA,1609800433
440,terrace bay,48.78,-87.1,33.8,80,90,8.05,CA,1609800433
441,itacoatiara,-3.14,-58.44,75.38,88,20,2.06,BR,1609800433
442,nicoya,10.15,-85.45,87.8,48,0,21.92,CR,1609800433
443,prieska,-29.66,22.75,67.55,83,100,4.18,ZA,1609800433
444,vikulovo,56.82,70.61,-10.61,87,100,10.25,RU,1609800433
445,abu dhabi,24.47,54.37,66.2,52,0,3.36,AE,1609800181
446,gigmoto,13.78,124.39,79.25,79,79,11.3,PH,1609800434
447,carnarvon,-24.87,113.63,66.2,100,6,5.82,AU,1609800434
448,acajutla,13.59,-89.83,81.57,72,42,5.64,SV,1609800224
449,iquique,-20.22,-70.14,75.2,57,0,17.22,CL,1609800434
450,felipe carrillo puerto,19.58,-88.05,77.11,74,33,3.29,MX,1609800434
451,coahuayana,18.73,-103.68,84.2,45,20,5.1,MX,1609800434
452,heinola,61.21,26.04,26.6,92,90,5.82,FI,1609800434
453,san patricio,28.02,-97.52,75.2,64,1,10.29,US,1609800434
454,khandyga,62.67,135.6,-50.33,76,90,0.58,RU,1609800155
455,payo,-3.75,103.64,74.28,96,97,2.33,ID,1609800434
456,abu kamal,34.45,40.92,49.89,48,73,2.75,SY,1609800434
457,saint george,37.1,-113.58,57.0,30,1,3.36,US,1609800434
458,osuna,37.24,-5.11,46.0,81,75,5.82,ES,1609800434
459,tahoua,14.89,5.27,75.65,18,0,5.41,NE,1609800434
460,pacific grove,36.62,-121.92,61.0,77,75,13.87,US,1609800180
461,cockburn town,21.46,-71.14,76.44,68,0,12.91,TC,1609800435
462,sakakah,29.97,40.21,53.6,76,20,8.05,SA,1609800435
463,huaidian,33.43,115.03,30.99,95,100,10.22,CN,1609800435
464,kharp,66.8,65.81,-24.52,85,91,4.41,RU,1609800435
465,kemalpasa,38.43,27.42,62.6,63,75,23.04,TR,1609800435
466,bandrele,-12.91,45.19,80.6,83,40,9.17,YT,1609800435
467,douglas,41.3,-96.17,44.6,56,1,8.05,US,1609800307
468,maragogi,-9.01,-35.22,77.34,79,21,9.1,BR,1609800289
469,loandjili,-4.76,11.86,77.58,91,89,4.83,CG,1609800435
470,vostok,46.49,135.88,-16.15,90,67,4.61,RU,1609800156
471,dongli,23.57,116.82,59.0,82,4,5.19,CN,1609800435
472,olhao,37.03,-7.84,44.6,100,0,7.31,PT,1609800435
473,ilhabela,-23.78,-45.36,75.27,83,89,4.54,BR,1609800435
474,halifax,44.65,-63.57,35.01,86,100,10.29,CA,1609800357
475,san juan,-31.54,-68.54,78.73,46,90,24.18,AR,1609800435
476,nome,64.5,-165.41,-0.4,54,1,10.29,US,1609800435
477,concepcion del uruguay,-32.48,-58.24,88.0,40,73,1.01,AR,1609800271
478,salinas,36.68,-121.66,60.8,87,90,4.7,US,1609800435
479,punta gorda,26.93,-82.05,69.8,40,1,4.7,US,1609800343
480,kolondieba,11.09,-6.89,76.68,23,29,3.15,ML,1609800435
481,rebrikha,53.07,82.34,-20.34,87,0,7.63,RU,1609800436
482,lithgow,-33.48,150.15,66.0,74,36,6.22,AU,1609800392
483,fenelon falls,44.53,-78.75,32.0,80,100,1.12,CA,1609800436
484,sayyan,15.17,44.32,43.18,72,0,3.38,YE,1609800436
485,campobasso,41.63,14.58,42.01,88,14,5.93,IT,1609800436
486,itapirapua,-15.82,-50.61,73.13,89,98,3.67,BR,1609800436
487,dibulla,11.27,-73.31,75.33,65,0,5.01,CO,1609800436
488,wenling,28.37,121.36,55.0,87,97,11.63,CN,1609800436
489,ponta delgada,37.73,-25.67,59.0,93,20,16.11,PT,1609800436
490,taga,46.95,24.05,39.2,100,90,3.2,RO,1609800436
491,conakry,9.54,-13.68,81.72,74,0,7.78,GN,1609800436
492,chipinge,-20.19,32.62,63.14,98,8,3.51,ZW,1609800436
493,kruisfontein,-34.0,24.73,72.0,90,99,0.29,ZA,1609800427
494,aquiraz,-3.9,-38.39,82.4,78,20,9.17,BR,1609800436
495,itacarambi,-15.1,-44.09,74.16,79,98,1.97,BR,1609800217
496,marsa matruh,31.35,27.25,62.6,77,98,13.87,EG,1609800436
497,margate,51.38,1.39,39.99,77,100,4.0,GB,1609800167
498,upata,8.01,-62.4,79.0,74,100,1.99,VE,1609800436
499,jimma,7.67,36.83,59.2,69,32,1.77,ET,1609800437
500,ust-barguzin,53.45,108.98,-8.1,89,100,3.71,RU,1609800437
501,brae,60.4,-1.35,39.2,69,94,5.82,GB,1609800437
502,bodden town,19.28,-81.25,80.6,61,40,6.93,KY,1609800437
503,gat,31.61,34.76,61.0,55,73,4.0,IL,1609800363
504,wainwright,52.84,-110.86,26.6,63,17,4.7,CA,1609800302
505,marsh harbour,26.54,-77.06,72.88,75,62,12.08,BS,1609800437
506,spearfish,44.49,-103.86,41.0,27,1,5.77,US,1609800437
507,valreas,44.38,4.99,34.0,100,90,3.36,FR,1609800437
508,pahalgam,34.03,75.33,30.72,88,100,4.74,IN,1609800437
509,nairobi,-1.28,36.82,55.99,85,99,8.01,KE,1609800303
510,abeche,13.83,20.83,76.05,18,0,15.43,TD,1609800437
511,yulara,-25.24,130.99,73.4,33,45,19.46,AU,1609800437
512,bom jesus da lapa,-13.26,-43.42,77.14,70,48,4.65,BR,1609800437
513,abu samrah,35.3,37.18,51.35,62,71,7.58,SY,1609800437
514,marawi,8.0,124.29,72.0,94,100,7.0,PH,1609800437
515,sorland,67.67,12.69,41.59,90,100,28.01,NO,1609800437
516,portobelo,9.55,-79.65,81.0,99,75,12.33,PA,1609800437
517,mbinga,-10.93,35.02,64.27,98,90,3.38,TZ,1609800437
518,cao bang,22.67,106.25,49.48,70,33,1.74,VN,1609800304
519,pafos,34.77,32.42,53.6,76,75,6.93,CY,1609800437
520,alice town,25.72,-79.3,71.24,69,73,8.48,BS,1609800437
521,auki,-8.77,160.7,86.43,56,31,2.44,SB,1609800437
522,khudumelapye,-23.88,24.75,73.33,60,75,5.84,BW,1609800437
523,mayahi,13.96,7.67,73.72,19,16,7.56,NE,1609800437
524,inverness,57.48,-4.22,34.0,92,75,2.95,GB,1609800438
525,marzuq,14.4,46.47,57.43,52,0,3.13,YE,1609800175
526,keti bandar,24.14,67.45,61.47,32,0,10.67,PK,1609800438
527,wajir,1.75,40.06,81.46,43,87,12.53,KE,1609800438
528,nadym,65.53,72.52,-15.86,88,34,10.6,RU,1609800438
529,shipunovo,52.16,82.22,-18.47,87,1,11.25,RU,1609800438
530,luena,-11.78,19.92,62.74,97,100,4.94,AO,1609800438
531,kabinda,-6.13,24.48,67.53,93,93,2.86,CD,1609800438
532,inhambane,-23.86,35.38,76.71,83,30,4.5,MZ,1609800438
533,zapolyarnyy,69.42,30.81,15.8,92,0,12.75,RU,1609800438
534,puerto escondido,15.85,-97.07,80.6,74,40,5.82,MX,1609800438
535,saint-leu,-21.15,55.28,77.0,73,90,4.7,RE,1609800438
536,durban,-29.86,31.03,73.99,94,75,1.12,ZA,1609800139
537,lata,40.16,-8.33,39.99,89,4,2.68,PT,1609800438
538,dourbali,11.81,15.86,76.77,19,0,9.44,TD,1609800438
539,pleszew,51.9,17.79,37.99,100,100,4.0,PL,1609800438
540,aklavik,68.22,-135.01,-16.6,75,99,6.93,CA,1609800438
541,roebourne,-20.78,117.13,88.16,35,89,12.86,AU,1609800438
542,bandarbeyla,9.49,50.81,72.81,69,20,15.95,SO,1609800438
543,awjilah,29.11,21.29,57.74,71,99,15.5,LY,1609800439
544,alihe,50.57,123.72,-17.5,83,34,2.86,CN,1609800439
545,zhezkazgan,47.8,67.71,-0.65,88,100,8.63,KZ,1609800439
546,sinnai,39.3,9.2,46.0,100,40,3.36,IT,1609800439
547,sambava,-14.27,50.17,74.23,83,6,5.35,MG,1609800161
548,dwarka,22.24,68.97,67.41,57,0,14.83,IN,1609800439
549,crotone,39.09,17.12,44.01,75,0,5.99,IT,1609800439
550,manta,-0.95,-80.73,86.0,58,40,4.7,EC,1609800439
551,bahia blanca,-38.72,-62.27,67.23,73,100,18.03,AR,1609800367
